"company","tier","verdict","email","phone","municipality","prefecture","legal_type","founded","socials","social_urls","kad","ar_gemi","afm","email_domain"
"ΚΟΥΚΟΒΙΝΟΣ ΑΘΑΝΑΣΙΟΣ","B","free-mail","sakis_1995@hotmail.com","6975517767","ΚΑΣΣΑΝΔΡΑΣ / ΧΑΛΚΙΔΙΚΗΣ","ΧΑΛΚΙΔΙΚΗΣ","ΑΤΟΜΙΚΗ","2025","","","ΥΠΗΡΕΣΙΕΣ ΣΤΑΘΜΕΥΣΗΣ ΚΑΙ ΦΥΛΑΞΗΣ ΣΚΑΦΩΝ, ΣΕ ΧΕΡΣΑΙΟ ΧΩΡΟ","186557257000","152549116","hotmail.com"
"ΚΟΥΜΠΑΓΙΩΤΗΣ ΔΗΜΗΤΡΙΟΣ ΤΟΥ  ΔΟΞΑΚΗ","B","free-mail","dimkoubagiotis@gmail.com","6982618570","ΝΕΑΣ ΠΡΟΠΟΝΤΙΔΑΣ / ΧΑΛΚΙΔΙΚΗΣ","ΧΑΛΚΙΔΙΚΗΣ","ΑΤΟΜΙΚΗ","2019","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","183543257000","109572396","gmail.com"
"ΚΟΥΤΕΝΤΑΚΗΣ ΓΕΩΡΓΙΟΣ ΤΟΥ ΙΩΑΝΝΗ","B","free-mail","koutentakisgiorgo@gmail.com","","ΗΡΑΚΛΕΙΟΥ / ΗΡΑΚΛΕΙΟΥ","ΗΡΑΚΛΕΙΟΥ","ΑΤΟΜΙΚΗ","2024","","","ΥΠΗΡΕΣΙΕΣ ΣΤΑΘΜΕΥΣΗΣ ΚΑΙ ΦΥΛΑΞΗΣ ΣΚΑΦΩΝ, ΣΕ ΧΕΡΣΑΙΟ ΧΩΡΟ","121372527000","159228354","gmail.com"
"ΚΡΕΜΛΙΔΗΣ ΔΗΜΗΤΡΙΟΣ","B","free-mail","kremlidisdimitris@gmail.com","2310627917","ΝΕΑΠΟΛΗΣ-ΣΥΚΕΩΝ / ΘΕΣΣΑΛΟΝΙΚΗΣ","ΘΕΣΣΑΛΟΝΙΚΗΣ","ΑΤΟΜΙΚΗ","2026","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","190599406000","171075366","gmail.com"
"ΚΡΟΜΠΑ ΜΑΡΙΑ ΤΟΥ ΚΩΝΣΤΑΝΤΙΝΟΥ","B","free-mail","Krobasmarine@gmail.com","2298077108","ΣΠΕΤΣΩΝ / ΝΗΣΩΝ","ΠΕΙΡΑΙΑ","ΑΤΟΜΙΚΗ","2021","","","ΥΠΗΡΕΣΙΕΣ ΣΤΑΘΜΕΥΣΗΣ ΚΑΙ ΦΥΛΑΞΗΣ ΣΚΑΦΩΝ, ΣΕ ΧΕΡΣΑΙΟ ΧΩΡΟ","176963208000","166731080","gmail.com"
"ΚΡΟΜΠΑ ΜΑΡΙΑ ΤΟΥ ΚΩΝΣΤΑΝΤΙΝΟΥ (Υποκατάστημα)","B","free-mail","aggelpapa@yahoo.gr","2298075309","ΕΡΜΙΟΝΙΔΑΣ / ΑΡΓΟΛΙΔΑΣ","ΑΡΓΟΛΙΔΑΣ","ΑΤΟΜΙΚΗ","2021","","","ΥΠΗΡΕΣΙΕΣ ΣΤΑΘΜΕΥΣΗΣ ΚΑΙ ΦΥΛΑΞΗΣ ΣΚΑΦΩΝ, ΣΕ ΧΕΡΣΑΙΟ ΧΩΡΟ","176963213001","166731080","yahoo.gr"
"ΚΡΟΜΠΑΣ ΓΕΩΡΓΙΟΣ ΤΟΥ ΠΑΝΑΓΙΩΤΗ","B","free-mail","gkrompas@gmail.com","6937141166","ΚΑΛΑΜΑΤΑΣ / ΜΕΣΣΗΝΙΑΣ","ΜΕΣΣΗΝΙΑΣ","ΑΤΟΜΙΚΗ","2019","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","177388445000","073830565","gmail.com"
"ΚΩΝΣΤΑΝΤΙΝΟΣ ΕΥΦΡΑΙΜΙΑΔΗΣ - ΠΑΝΑΓΙΩΤΗΣ ΧΑΡΟΣ ΟΕ","B","free-mail","tax.office88@gmail.com","2291038831","ΣΑΡΩΝΙΚΟΥ / ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ","ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ","ΟΕ","2009","","","ΥΠΗΡΕΣΙΕΣ ΣΤΑΘΜΕΥΣΗΣ ΚΑΙ ΦΥΛΑΞΗΣ ΣΚΑΦΩΝ, ΣΕ ΠΑΡΑΚΤΙΟ ΧΩΡΟ","69665203000","998291495","gmail.com"
"ΚΩΝΣΤΑΝΤΙΝΟΣ ΙΩΑΝΝΗ ΚΑΠΝΟΡΙΖΑΣ","B","free-mail","k.kapnorizas@gmail.com","6936560466","ΜΗΛΟΥ / ΜΗΛΟΥ","ΚΥΚΛΑΔΩΝ","ΑΤΟΜΙΚΗ","2021","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","189721638000","140560363","gmail.com"
"ΚΩΝΣΤΑΝΤΙΝΟΣ ΚΟΥΚΟΥΡΑΣ ΜΟΝΟΠΡΟΣΩΠΗ Ι.Κ.Ε.","B","free-mail","STASINOS.FINANCIAL@GMAIL.COM","2105810608","ΕΛΕΥΣΙΝΑΣ / ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ","ΑΤΤΙΚΗΣ","ΙΚΕ","2025","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","181627508000","802725659","gmail.com"
"ΚΩΝΣΤΑΝΤΙΝΟΣ ΜΑΡΤΙΝΟΣ ΚΑΙ ΣΙΑ Ο.Ε.","B","free-mail","martinosoe23@gmail.com","6973972631","ΚΕΝΤΡΙΚΗΣ ΚΕΡΚΥΡΑΣ ΚΑΙ ΔΙΑΠΟΝΤΙΩΝ ΝΗΣΩΝ / ΚΕΡΚΥΡΑΣ","ΚΕΡΚΥΡΑΣ","ΟΕ","2023","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","174072333000","802308655","gmail.com"
"ΚΩΣΤΑΚΗΣ ΝΙΚΟΛΑΟΣ ΤΟΥ ΠΑΝΑΓΙΩΤΟΥ","B","free-mail","aquaspeedmarine@gmail.com","2296024448","ΜΕΓΑΡΕΩΝ / ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ","ΑΤΤΙΚΗΣ","ΑΤΟΜΙΚΗ","2021","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","159982008000","127946947","gmail.com"
"ΛΑΖΑΡΙΔΗΣ ΠΑΥΛΟΣ ΤΟΥ ΙΟΡΔΑΝΗ","B","free-mail","nikosboulis56@gmail.com","2510240524","ΚΑΒΑΛΑΣ / ΚΑΒΑΛΑΣ","ΚΑΒΑΛΑΣ","ΑΤΟΜΙΚΗ","2012","","","ΥΠΗΡΕΣΙΕΣ ΕΚΠΑΙΔΕΥΣΗΣ ΣΤΗΝ ΟΔΗΓΗΣΗ ΤΑΧΥΠΛΟΩΝ ΣΚΑΦΩΝ","20588530000","102450789","gmail.com"
"ΛΑΜΠΟΥ ΛΟΥΚΑΣ ΤΟΥ ΒΑΣΙΛΕΙΟΥ","B","free-mail","loukas.marineservices@gmail.com","2392072555","ΘΕΡΜΑΪΚΟΥ / ΘΕΣΣΑΛΟΝΙΚΗΣ","ΘΕΣΣΑΛΟΝΙΚΗΣ","ΑΤΟΜΙΚΗ","2005","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","37558105000","045029812","gmail.com"
"ΛΑΜΠΡΙΝΟΣ ΡΟΥΣΣΕΤΟΣ ΤΟΥ ΝΙΚΗΤΑ","B","free-mail","damos_l@hotmail.com","","ΧΑΝΙΩΝ / ΧΑΝΙΩΝ","ΧΑΝΙΩΝ","ΑΤΟΜΙΚΗ","2020","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","176257558000","073685173","hotmail.com"
"ΛΑΜΠΡΟΥ ΔΗΜΗΤΡΙΟΣ & ΣΙΑ ΟΕ","B","free-mail","apoplousbs@gmail.com","2351046114","ΚΑΤΕΡΙΝΗΣ / ΠΙΕΡΙΑΣ","ΠΙΕΡΙΑΣ","ΟΕ","2019","","","ΥΠΗΡΕΣΙΕΣ ΕΚΠΑΙΔΕΥΣΗΣ ΣΤΗΝ ΟΔΗΓΗΣΗ ΤΑΧΥΠΛΟΩΝ ΣΚΑΦΩΝ","148677248000","801083206","gmail.com"
"ΛΑΣΚΑΡΙΔΗΣ ΠΑΝ. & ΣΙΑ Επισκευές Σκαφών ΕΤΕΡΟΡΡΥΘΜΗ ΕΤΑΙΡΙΑ","B","free-mail","panagiotislaskaridi@gmail.com","6943758114","ΛΑΥΡΕΩΤΙΚΗΣ / ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ","ΑΤΤΙΚΗΣ","ΕΕ","2026","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","193396608000","803266319","gmail.com"
"ΛΑΧΑΝΙΔΗΣ ΓΕΩΡΓΙΟΣ ΤΟΥ ΠΕΤΡΟΥ","B","free-mail","george.laxanidis@gmail.com","2351073184","ΚΑΤΕΡΙΝΗΣ / ΠΙΕΡΙΑΣ","ΠΙΕΡΙΑΣ","ΑΤΟΜΙΚΗ","2016","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","140403748000","045264615","gmail.com"
"ΛΕΡΙΑΣ ΑΛΕΞΑΝΔΡΟΣ","B","free-mail","symimarine@gmail.com","2246070222","ΣΥΜΗΣ / ΡΟΔΟΥ","ΔΩΔΕΚΑΝΗΣΟΥ","ΑΤΟΜΙΚΗ","2012","","","ΥΠΗΡΕΣΙΕΣ ΣΤΑΘΜΕΥΣΗΣ ΚΑΙ ΦΥΛΑΞΗΣ ΣΚΑΦΩΝ, ΣΕ ΧΕΡΣΑΙΟ ΧΩΡΟ","122883920000","123276317","gmail.com"
"ΛΙΝΟΣΠΟΡΗΣ ΚΩΣΤΑΣ ΜΟΝΟΠΡΟΣΩΠΗ ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ","B","free-mail","chrisoulakaripidi@gmail.com","2661551030","ΚΕΝΤΡΙΚΗΣ ΚΕΡΚΥΡΑΣ ΚΑΙ ΔΙΑΠΟΝΤΙΩΝ ΝΗΣΩΝ / ΚΕΡΚΥΡΑΣ","ΚΕΡΚΥΡΑΣ","ΙΚΕ","2018","","","ΥΠΗΡΕΣΙΕΣ ΣΤΑΘΜΕΥΣΗΣ ΚΑΙ ΦΥΛΑΞΗΣ ΣΚΑΦΩΝ, ΣΕ ΧΕΡΣΑΙΟ ΧΩΡΟ","146271433000","800982576","gmail.com"
"ΛΙΤΣΙΟΥ ΑΝΑΣΤΑΣΙΑ ΤΟΥ ΙΩΑΝΝΟΥ","B","free-mail","annastasialitsiou@gmail.com","6955010066","","ΛΑΡΙΣΑΣ","ΑΤΟΜΙΚΗ","2008","","","ΥΠΗΡΕΣΙΕΣ ΣΤΑΘΜΕΥΣΗΣ ΚΑΙ ΦΥΛΑΞΗΣ ΣΚΑΦΩΝ, ΣΕ ΧΕΡΣΑΙΟ ΧΩΡΟ","26717540000","104726131","gmail.com"
"ΛΟΥΚΟΥΜΗΣ ΓΕΩΡΓΙΟΣ ΤΟΥ ΑΘΑΝΑΣΙΟΥ","B","free-mail","gloukoumis@gmail.com","2593051087","ΘΑΣΟΥ / ΘΑΣΟΥ","ΚΑΒΑΛΑΣ","ΑΤΟΜΙΚΗ","2010","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","20745630000","300803979","gmail.com"
"ΛΥΡΑΝΤΖΑΚΗΣ ΑΝΤΩΝΗΣ ΙΚΕ","B","free-mail","antonislyrantzakis@gmail.com","2130908925","ΠΕΙΡΑΙΩΣ / ΠΕΙΡΑΙΩΣ","ΑΤΤΙΚΗΣ","ΙΚΕ","2018","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","148106708000","801059476","gmail.com"
"ΛΩΛΗΣ ΠΑΝΤΕΛΗΣ ΚΑΙ ΣΙΑ Ε.Ε.","B","free-mail","energysystemslolis@hotmail.com","2682029300","ΠΡΕΒΕΖΑΣ / ΠΡΕΒΕΖΑΣ","ΠΡΕΒΕΖΑΣ","ΕΕ","2024","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","176079949000","802422790","hotmail.com"
"Μ. Δ. ΜΠΟΥΓΙΟΥΡΗΣ - Ο. Ι. ΒΕΛΛΗΣ Ο.Ε","B","free-mail","orestis14@gmail.com","2281042227","ΣΥΡΟΥ-ΕΡΜΟΥΠΟΛΗΣ / ΣΥΡΟΥ","ΚΥΚΛΑΔΩΝ","ΟΕ","2010","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","48974338000","998225719","gmail.com"
"Μ. ΣΤΑΜΟΣ - Ι. ΜΑΧΑΙΡΑΣ ΟΜΟΡΡΥΘΜΗ ΕΤΑΙΡΕΙΑ","B","free-mail","machairas.stamos.marine@gmail.com","2109409570","ΚΑΛΛΙΘΕΑΣ / ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","ΟΕ","2020","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","154714308000","801339714","gmail.com"
"Μ.Ε.Σ Boat Estates Ε.Ε.","B","free-mail","antali.accounting@yahoo.com","6947732555","ΠΕΙΡΑΙΩΣ / ΠΕΙΡΑΙΩΣ","ΑΤΤΙΚΗΣ","ΕΕ","2026","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","195108107000","803349950","yahoo.com"
"ΜΑΓΓΛΑΡΗΣ ΑΠΟΣΤΟΛΟΣ ΤΟΥ ΣΤΑΥΡΟΥ","B","free-mail","ap_magglaris@hotmail.com","6970772236","ΘΕΡΜΑΪΚΟΥ / ΘΕΣΣΑΛΟΝΙΚΗΣ","ΘΕΣΣΑΛΟΝΙΚΗΣ","ΑΤΟΜΙΚΗ","2024","","","ΥΠΗΡΕΣΙΕΣ ΣΤΑΘΜΕΥΣΗΣ ΚΑΙ ΦΥΛΑΞΗΣ ΣΚΑΦΩΝ, ΣΕ ΧΕΡΣΑΙΟ ΧΩΡΟ","179045606000","160574715","hotmail.com"
"ΜΑΛΑΜΑΤΕΝΙΟΣ ΝΙΚΟΛΑΟΣ ΤΟΥ ΔΗΜΗΤΡΙΟΥ","B","free-mail","nickmalam1996@gmail.com","","ΑΛΟΝΝΗΣΟΥ / ΣΠΟΡΑΔΩΝ","ΜΑΓΝΗΣΙΑΣ","ΑΤΟΜΙΚΗ","2019","","","ΥΠΗΡΕΣΙΕΣ ΣΤΑΘΜΕΥΣΗΣ ΚΑΙ ΦΥΛΑΞΗΣ ΣΚΑΦΩΝ, ΣΕ ΧΕΡΣΑΙΟ ΧΩΡΟ","152176744000","152661337","gmail.com"
"ΜΑΝΙΝΗΣ ΜΕΝΕΛΑΟΣ ΤΟΥ ΕΜΜΑΝΟΥΗΛ","B","free-mail","george.chr1984@gmail.com","","ΒΟΛΟΥ / ΜΑΓΝΗΣΙΑΣ","ΜΑΓΝΗΣΙΑΣ","ΑΤΟΜΙΚΗ","2014","","","ΥΠΗΡΕΣΙΕΣ ΣΤΑΘΜΕΥΣΗΣ ΚΑΙ ΦΥΛΑΞΗΣ ΣΚΑΦΩΝ, ΣΕ ΠΑΡΑΚΤΙΟ ΧΩΡΟ","156772444000","022279435","gmail.com"
"ΜΑΝΩΛΑΣ ΖΗΝΩΝ ΤΟΥ ΚΩΝΣΤΑΝΤΙΝΟΥ","B","free-mail","manolaszinon@yahoo.gr","2109952984","ΑΛΙΜΟΥ / ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","ΑΤΟΜΙΚΗ","2012","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","122569702000","131656420","yahoo.gr"
"ΜΑΝΩΛΕΣΚΟΣ ΑΓΑΠΗΤΟΣ ΤΟΥ ΙΩΑΝΝΗ","B","free-mail","agapitosman89@gmail.com","6946944192","ΣΥΜΗΣ / ΡΟΔΟΥ","ΔΩΔΕΚΑΝΗΣΟΥ","ΑΤΟΜΙΚΗ","2013","","","ΥΠΗΡΕΣΙΕΣ ΑΝΕΛΚΥΣΗΣ ΚΑΙ ΚΑΘΕΛΚΥΣΗΣ ΣΚΑΦΩΝ","125970220000","142825605","gmail.com"
"ΜΑΡΑΣ ΣΠΥΡΙΔΩΝ ΤΟΥ ΣΤΑΜΑΤΙΟΥ","B","free-mail","vdimitri@otenet.gr","2299023605","ΜΑΡΚΟΠΟΥΛΟΥ ΜΕΣΟΓΑΙΑΣ / ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ","ΑΤΤΙΚΗΣ","ΑΤΟΜΙΚΗ","2017","","","ΥΠΗΡΕΣΙΕΣ ΣΤΑΘΜΕΥΣΗΣ ΚΑΙ ΦΥΛΑΞΗΣ ΣΚΑΦΩΝ, ΣΕ ΧΕΡΣΑΙΟ ΧΩΡΟ","141478103000","066785852","otenet.gr"
"ΜΑΡΓΑΡΙΤΗ ΧΡΙΣΤΙΝΑ ΤΟΥ ΝΙΚΟΛΑΟΥ","B","free-mail","xristinamarine@gmail.com","","ΑΘΗΝΑΙΩΝ / ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","ΑΤΟΜΙΚΗ","2024","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","180110203000","079575550","gmail.com"
"ΜΑΡΙΝΟΥ ΔΙΟΝΥΣΙΑ ΤΟΥ ΓΕΩΡΓΙΟΥ","B","free-mail","boatc@otenet.gr","2295071744","ΩΡΩΠΟΥ / ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ","ΑΤΤΙΚΗΣ","ΑΤΟΜΙΚΗ","2012","","","ΥΠΗΡΕΣΙΕΣ ΣΤΑΘΜΕΥΣΗΣ ΚΑΙ ΦΥΛΑΞΗΣ ΣΚΑΦΩΝ, ΣΕ ΠΑΡΑΚΤΙΟ ΧΩΡΟ","123406303000","141464674","otenet.gr"
"ΜΑΡΚΙ ΣΙΜΟΝΕ","B","free-mail","barbunaki@outlook.com","","ΛΕΡΟΥ / ΚΑΛΥΜΝΟΥ","ΔΩΔΕΚΑΝΗΣΟΥ","ΑΤΟΜΙΚΗ","2023","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","170395420000","147871950","outlook.com"
"ΜΑΣΤΟΡΗΣ ΦΙΛΙΠΠΟΣ ΙΩΑΝ.","B","free-mail","mastoris.f@gmail.com","2841082460","ΑΓΙΟΥ ΝΙΚΟΛΑΟΥ / ΛΑΣΙΘΙΟΥ","ΛΑΣΙΘΙΟΥ","ΑΤΟΜΙΚΗ","2004","","","ΥΠΗΡΕΣΙΕΣ ΕΚΠΑΙΔΕΥΣΗΣ ΣΤΗΝ ΟΔΗΓΗΣΗ ΤΑΧΥΠΛΟΩΝ ΣΚΑΦΩΝ","25288041000","065857239","gmail.com"
"ΜΑΥΡΟΘΑΛΑΣΣΙΤΗ ΑΙΚΑΤΕΡΙΝΗ ΤΟΥ ΕΛΕΥΘΕΡΙΟΥ","B","free-mail","katlin@hotmail.gr","6979928868","ΒΟΡΕΙΑΣ ΚΥΝΟΥΡΙΑΣ / ΑΡΚΑΔΙΑΣ","ΑΡΚΑΔΙΑΣ","ΑΤΟΜΙΚΗ","2022","","","ΥΠΗΡΕΣΙΕΣ ΣΤΑΘΜΕΥΣΗΣ ΚΑΙ ΦΥΛΑΞΗΣ ΣΚΑΦΩΝ, ΣΕ ΧΕΡΣΑΙΟ ΧΩΡΟ","172224714000","154105181","hotmail.gr"
"ΜΗΝΑ ΕΛΠΙΔΑ","B","free-mail","elpida.mina.5881@gmail.com","2645023008","ΛΕΥΚΑΔΑΣ / ΛΕΥΚΑΔΑΣ","ΛΕΥΚΑΔΑΣ","ΑΤΟΜΙΚΗ","2025","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","187244343000","105863184","gmail.com"
"ΜΗΤΣΟΥΔΗΣ ΛΑΜΠΡΟΣ ΤΟΥ ΓΕΩΡΓΙΟΥ","B","free-mail","mitsoudis@gmail.com","2310473214","ΠΥΛΑΙΑΣ-ΧΟΡΤΙΑΤΗ / ΘΕΣΣΑΛΟΝΙΚΗΣ","ΘΕΣΣΑΛΟΝΙΚΗΣ","ΑΤΟΜΙΚΗ","2010","","","ΥΠΗΡΕΣΙΕΣ ΕΠΙΣΚΕΥΗΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ, ΛΕΜΒΩΝ ΚΑΙ ΜΗΧΑΝΩΝ ΘΑΛΑΣΣΗΣ","38648605000","136257389","gmail.com"
"ΜΙΧΑΗΛ ΔΙΔΑΣΚΑΛΟΥ ΜΟΝΟΠΡΟΣΩΠΗ ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ","B","free-mail","daccount@otenet.gr","2752027204","ΕΠΙΔΑΥΡΟΥ / ΑΡΓΟΛΙΔΑΣ","ΑΡΓΟΛΙΔΑΣ","ΙΚΕ","2021","","","ΥΠΗΡΕΣΙΕΣ ΣΤΑΘΜΕΥΣΗΣ ΚΑΙ ΦΥΛΑΞΗΣ ΣΚΑΦΩΝ, ΣΕ ΧΕΡΣΑΙΟ ΧΩΡΟ","159941413000","801602778","otenet.gr"
"ΜΙΧΑΛΑΚΗΣ ΔΗΜΗΤΡΙΟΣ ΤΟΥ ΕΥΑΓΓΕΛΟΥ","B","free-mail","dimitris_mixalakis@hotmail.com","","ΑΣΠΡΟΠΥΡΓΟΥ / ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ","ΑΤΤΙΚΗΣ","ΑΤΟΜΙΚΗ","2025","","","ΥΠΗΡΕΣΙΕΣ ΣΤΑΘΜΕΥΣΗΣ ΚΑΙ ΦΥΛΑΞΗΣ ΣΚΑΦΩΝ, ΣΕ ΧΕΡΣΑΙΟ ΧΩΡΟ","184235409000","116788204","hotmail.com"
